,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine_CC,Power_bhp,Seats,Price_Lakh,Manufacturer
1874,4,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.4,Maruti
1875,6,102418,Diesel,Manual,First,12.99,2494.0,100.6,7.0,10.1,Toyota
1876,6,48800,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.25,Maruti
1877,1,10601,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.65,Toyota
1878,3,8200,Diesel,Manual,First,25.0,1396.0,69.0,5.0,4.4,Tata
1879,8,100000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.25,Hyundai
1880,8,78000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8,Ford
1881,5,50000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,4.3,Chevrolet
1882,14,89327,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,1.55,Ford
1883,13,98000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,4.7,Honda
1884,3,24700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.07,Honda
1885,2,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,79.0,Mercedes-Benz
1886,2,9434,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.75,Hyundai
1887,8,29000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.25,Maruti
1888,3,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,8.89,Volkswagen
1889,5,73070,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.9,Honda
1890,4,21771,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.95,Honda
1891,6,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.75,Maruti
1892,3,37024,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,10.97,Hyundai
1893,6,60336,Diesel,Automatic,Second,14.4,2967.0,241.4,5.0,24.94,Audi
1894,6,26008,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.97,Hyundai
1895,10,90000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.4,Ford
1896,2,35569,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7.27,Volkswagen
1897,7,40000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.0,Renault
1898,5,45000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.75,Honda
1899,5,42000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.1,Hyundai
1900,8,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,16.11,Audi
1901,6,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,10.55,Mahindra
1902,3,15000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,30.0,Toyota
1903,18,69000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,1.6,Skoda
1904,8,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,18.49,Mercedes-Benz
1905,2,15982,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.96,Maruti
1906,7,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,4.75,Maruti
1907,18,63000,Diesel,Manual,Third,13.1,2446.0,75.0,10.0,3.65,Toyota
1908,8,49000,Diesel,Automatic,Second,16.73,2495.0,218.0,5.0,15.5,BMW
1909,7,48272,Diesel,Manual,First,10.5,2835.0,116.9,6.0,11.82,Mitsubishi
1910,12,63000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,2.05,Toyota
1911,4,77000,CNG,Manual,First,26.6,998.0,58.16,5.0,3.3,Maruti
1912,7,11734,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.25,Maruti
1913,6,62012,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.12,Audi
1914,3,46000,CNG,Manual,First,25.0,1197.0,81.86,5.0,4.95,Hyundai
1915,4,45449,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.48,Honda
1916,16,85000,Petrol,Automatic,Second,10.5,1796.0,157.7,5.0,5.5,Mercedes-Benz
1917,15,88000,Petrol,Manual,Second,13.0,1493.0,100.0,5.278735151413753,1.7,Honda
1918,7,45330,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13.19,Audi
1919,8,88000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.85,Maruti
1920,4,45376,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.75,Maruti
1921,6,81000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.0,Mahindra
1922,8,83381,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.21,Chevrolet
1923,3,78526,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.09,Ford
1924,3,27313,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,48.63,BMW
1925,5,42747,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.47,Audi
1926,5,42265,Diesel,Automatic,Second,20.68,1995.0,190.0,5.0,22.24,BMW
1927,11,21000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,2.6,Hyundai
1928,4,55100,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.0,Hyundai
1929,6,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,18.0,Audi
1930,13,55000,Petrol,Automatic,Third,10.13,3498.0,364.9,5.0,9.99,Mercedes-Benz
1931,8,58235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.45,Hyundai
1932,3,26000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.99,Ford
1933,9,35000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.15,Volkswagen
1934,3,24000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,8.2,Maruti
1935,4,98000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,11.5,Mahindra
1936,4,44487,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.3,Hyundai
1937,12,65000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.59,Maruti
1938,5,34951,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.15,Hyundai
1939,5,52373,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,8.5,Mahindra
1940,10,66285,Diesel,Manual,First,19.5,1199.0,75.0,5.0,3.0,Skoda
1941,8,66000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,21.0,BMW
1942,4,43000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.75,Honda
1943,7,45200,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,23.0,Mercedes-Benz
1944,4,41000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.75,Mahindra
1945,3,39430,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.29,Honda
1946,6,83274,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.79,Maruti
1947,3,32324,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,30.5,Mercedes-Benz
1948,9,49999,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.8,Honda
1949,6,66000,Diesel,Manual,First,15.3,2956.0,83.8,7.0,4.45,Tata
1950,8,54000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.3,Hyundai
1951,11,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5.0,1.75,Fiat
1952,9,72000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,5.5,Honda
1953,3,44865,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.35,Hyundai
1954,3,22000,Diesel,Automatic,Second,20.38,1968.0,143.0,5.0,22.5,Audi
1955,7,57478,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,5.25,Hyundai
1956,9,75000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.75,Hyundai
1957,5,50624,Diesel,Manual,First,24.2,1498.0,98.6,7.0,6.32,Honda
1958,2,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,7.75,Hyundai
1959,14,87000,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,1.37,Ford
1960,10,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.1,Hyundai
1961,4,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.3,Maruti
1962,5,70000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.0,Toyota
1963,3,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,23.5,Mercedes-Benz
1964,14,71993,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.8,Maruti
1965,7,62000,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,12.5,Mercedes-Benz
1966,5,51000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.74,Maruti
1967,4,26038,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.43,Hyundai
1968,2,37713,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,31.62,Toyota
1969,9,78088,Petrol,Manual,First,12.4,1998.0,132.0,8.0,6.3,Toyota
1970,3,30453,Diesel,Manual,First,22.77,1498.0,98.59,5.0,8.45,Ford
1971,4,54000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.0,Ford
1972,9,190000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.0,Toyota
1973,8,65097,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.7,Maruti
1974,2,28060,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,93.67,BMW
1975,8,282000,Petrol,Manual,First,13.14,1798.0,160.0,5.0,3.3,Skoda
1976,11,111000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.51,Maruti
1977,7,63295,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.09,Renault
1978,5,35770,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.95,Maruti
1979,8,125928,Diesel,Manual,First,22.7,1582.0,126.24,5.0,9.0,Hyundai
1980,5,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,4.25,Skoda
1981,7,21000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,23.5,Mercedes-Benz
1982,9,54774,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,6.35,Honda
1983,6,41123,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.4,Maruti
1984,3,17465,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,93.0,BMW
1985,6,48000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,21.6,BMW
1986,9,173000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.0,Volkswagen
1987,2,12000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.5,Maruti
1988,8,34000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,19.25,Land
1989,8,71360,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.95,Hyundai
1990,8,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5.0,4.25,Maruti
1991,2,28937,Diesel,Manual,First,17.1,1956.0,170.0,5.0,17.02,Jeep
1992,8,82085,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.5,Maruti
1993,9,68465,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.95,Ford
1994,7,63854,Diesel,Manual,First,21.43,1364.0,86.79,5.0,7.12,Toyota
1995,2,3000,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,11.25,Maruti
1996,11,65055,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.75,Honda
1997,5,120000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,12.0,Mahindra
1998,6,64241,Petrol,Manual,First,20.14,1197.0,81.86,5.0,3.67,Hyundai
1999,19,121000,Diesel,Manual,First,15.0,2148.0,113.25304969366827,5.0,5.0,Mercedes-Benz
2000,12,2200,Petrol,Manual,First,15.7,1390.0,75.0,5.0,2.3,Mahindra
2001,12,88123,Diesel,Manual,First,18.7,1896.0,66.0,5.0,2.2,Skoda
2002,6,79000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,41.0,Mercedes-Benz
2003,4,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,28.5,BMW
2004,5,23001,Petrol,Manual,First,15.04,1598.0,103.2,5.0,5.49,Volkswagen
2005,7,82002,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,17.5,Audi
2006,11,75000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,1.99,Ford
2007,4,37451,Diesel,Manual,First,22.32,1582.0,126.3,5.0,6.64,Hyundai
2008,3,67000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,Toyota
2009,4,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.0,Hyundai
2010,3,12000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.4,Volkswagen
2011,3,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.99,Renault
2012,9,95936,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.1,Honda
2013,2,5354,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.76,Hyundai
2014,4,42000,Petrol,Manual,Second,18.78,999.0,75.0,5.0,5.5,Volkswagen
2015,6,44282,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.99,Maruti
2016,8,70000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,2.59,Nissan
2017,7,31400,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,26.75,Jaguar
2018,4,50000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5,Maruti
2019,9,53000,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,23.0,Audi
2020,6,21727,Petrol,Manual,First,15.6,1196.0,70.02,5.0,3.35,Ford
2021,8,43000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,10.75,Hyundai
2022,7,75000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.29,Mahindra
2023,6,73557,Diesel,Manual,First,19.6,1461.0,108.45,5.0,7.75,Renault
2024,8,44555,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,13.5,Audi
2025,7,54885,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.75,Maruti
2026,9,76000,Diesel,Manual,Second,14.0,2498.0,112.0,7.0,3.75,Mahindra
2027,14,101000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.5,Maruti
2028,15,66000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,1.45,Maruti
2029,7,84360,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.12,Maruti
2030,4,25121,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.11,Toyota
2031,5,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,10.25,Toyota
2032,9,66035,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.49,Volkswagen
2033,5,190000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,3.85,Toyota
2034,6,85670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25,Ford
2035,5,35000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.88,Hyundai
2036,4,8000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.45,Honda
2037,13,162000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,4.8,Toyota
2038,8,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.99,Hyundai
2039,10,70600,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,Hyundai
2040,9,25000,Petrol,Automatic,Second,12.3,1796.0,185.0,5.0,22.0,Mercedes-Benz
2041,8,75000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,4.3,Mahindra
2042,6,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,9.75,Skoda
2043,5,40000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.9,Maruti
2044,7,67000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5,Audi
2045,11,55000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.4,Ford
2046,12,62000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.11,Maruti
2047,3,22526,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.6,Hyundai
2048,8,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5.0,3.6,Maruti
2049,7,72000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,6.0,Mahindra
2050,6,83128,Diesel,Manual,First,15.4,2179.0,120.0,7.0,7.45,Mahindra
2051,9,75000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.1,Maruti
2052,7,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,5.2,Renault
2053,11,26000,Diesel,Manual,First,0.0,2498.0,113.25304969366827,6.0,6.99,Mahindra
2054,3,1000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.36,Maruti
2055,5,59751,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.62,Toyota
2056,5,29966,Diesel,Automatic,Second,16.77,2993.0,261.49,5.0,43.6,BMW
2057,11,65000,Diesel,Manual,Second,13.6,1991.0,142.0,5.0,4.9,Hyundai
2058,5,75863,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.7,Renault
2059,7,54000,CNG,Manual,First,33.54,998.0,67.04,5.0,3.05,Maruti
2060,6,24000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.0,Audi
2061,2,33218,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.05,Jeep
2062,5,33425,Petrol,Manual,First,17.43,1396.0,105.5,5.0,4.5,Hyundai
2063,7,47000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.15,Honda
2064,5,41000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.9,Hyundai
2065,9,62000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.1,Hyundai
2066,4,47035,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.95,Mahindra
2067,12,56230,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.4,Maruti
2068,13,55000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.65,Hyundai
2069,6,70669,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.0,Mahindra
2070,8,69000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,Maruti
2071,9,65000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.5,Chevrolet
2072,11,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.95,Audi
2073,3,2000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,34.0,Mini
2074,9,24255,Petrol,Manual,First,16.1,1621.276449941501,113.25304969366827,5.278735151413753,3.15,Maruti
2075,5,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.0,Tata
2076,6,40000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.45,Honda
2077,10,26000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.5,Chevrolet
2078,9,105000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,14.5,Audi
2079,5,2800,Diesel,Manual,First,26.1,1498.0,99.0,5.0,8.41,Ford
2080,6,71000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,5.45,Hyundai
2081,5,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.9,Honda
2082,8,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.65,Hyundai
2083,5,65000,Diesel,Automatic,Second,18.56,1995.0,190.0,5.0,29.0,BMW
2084,7,45200,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13.5,Audi
2085,12,82167,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,5.4,Honda
2086,4,37429,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.89,Hyundai
2087,4,46000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,Maruti
2088,9,67031,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4.0,Honda
2089,7,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,45.0,BMW
2090,4,47691,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.94,Maruti
2091,9,32531,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,8.0,Renault
2092,7,71336,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.1,Ford
2093,14,196000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.25,Toyota
2094,5,28193,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.25,Maruti
2095,1,2526,Petrol,Automatic,First,19.0,2996.0,362.07,2.0,83.96,Mercedes-Benz
2096,16,52146,Petrol,Manual,First,0.0,1621.276449941501,113.25304969366827,5.278735151413753,1.93,Hyundai
2097,7,85000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,21.0,Mercedes-Benz
2098,5,20780,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.3,Hyundai
2099,6,43081,Petrol,Manual,First,17.3,1497.0,117.3,7.0,5.25,Honda
2100,10,35000,Petrol,Automatic,Second,11.9,4806.0,550.0,5.0,32.0,Porsche
2101,7,36000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.9,Mahindra
2102,13,67000,Petrol,Manual,Third,13.4,1794.0,125.0,5.0,2.2,Toyota
2103,4,34079,Diesel,Manual,First,25.32,1198.0,77.0,6.0,3.7,Mahindra
2104,10,77849,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,11.27,BMW
2105,7,86000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.41,Maruti
2106,5,110000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,19.0,Audi
2107,5,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5.0,5.8,Toyota
2108,4,41840,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.52,Mahindra
2109,5,19317,Diesel,Manual,First,13.0,2982.0,168.7,7.0,24.5,Toyota
2110,6,41000,CNG,Manual,First,24.6,1193.0,55.23,5.0,3.25,Tata
2111,3,25601,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,56.73,Mercedes-Benz
2112,5,83950,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.95,Hyundai
2113,8,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.5,Honda
2114,5,50000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.0,Audi
2115,11,37000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.0,Maruti
2116,9,76976,Petrol,Manual,Second,19.7,796.0,46.3,5.0,2.15,Maruti
2117,2,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.89,Maruti
2118,5,62000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.25,Mahindra
2119,13,1261,Petrol,Manual,First,19.0,1194.0,94.68,5.0,6.0,Ford
2120,3,59450,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.53,Hyundai
2121,2,24465,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.45,Mercedes-Benz
2122,6,55000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.84,Honda
2123,3,2000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.65,Ford
2124,3,25040,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.74,Maruti
2125,12,84000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.5,Hyundai
2126,13,170428,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,5.7,Toyota
2127,4,12573,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.8,Maruti
2128,8,88000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,36.5,Audi
2129,8,86000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,9.5,Hyundai
2130,8,51019,Petrol,Manual,First,0.0,999.0,113.25304969366827,5.0,3.48,Hyundai
2131,7,45000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.55,Honda
2132,8,51000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.9,Hyundai
2133,13,92000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,2.7,Mahindra
2134,3,29000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,31.0,Toyota
2135,11,70521,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,10.3,BMW
2136,10,51000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,7.75,BMW
2137,8,52618,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2,Maruti
2138,7,68000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,4.85,Maruti
2139,4,29022,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,34.08,Land
2140,3,80000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.1,Maruti
2141,4,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.35,Tata
2142,8,100000,Petrol,Manual,First,20.92,998.0,67.1,5.0,1.8,Maruti
2143,5,31412,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42,Hyundai
2144,10,78000,Diesel,Automatic,Second,11.4,2953.0,153.86,7.0,5.34,Ford
2145,2,14000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,31.99,Ford
2146,9,80000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.75,Volkswagen
2147,6,46738,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.1,Maruti
2148,7,54884,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.69,Hyundai
2149,8,74500,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,15.0,Audi
2150,4,67472,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5,Mahindra
2151,7,84000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.65,Maruti
2152,9,77400,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.5,Maruti
2153,3,14470,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,38.5,Mercedes-Benz
2154,6,52108,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.49,Renault
2155,7,40000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.55,Maruti
2156,6,105044,Diesel,Manual,First,12.99,2494.0,100.6,7.0,10.75,Toyota
2157,4,24347,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.0,Hyundai
2158,6,58000,Diesel,Manual,First,21.79,1248.0,88.73,5.0,4.5,Maruti
2159,6,49663,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.42,Mahindra
2160,3,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.6,Honda
2161,4,13418,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,33.63,Jaguar
2162,12,117080,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,2.25,Ford
2163,10,74000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,12.95,BMW
2164,10,86514,Diesel,Manual,First,17.8,1248.0,113.25304969366827,5.0,4.25,Maruti
2165,6,66882,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,25.02,Audi
2166,6,41460,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95,Honda
2167,9,57000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.4,Honda
2168,5,34010,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,4.95,Volkswagen
2169,10,96813,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.5,Mahindra
2170,9,84000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.25,Honda
2171,7,50004,Petrol,Manual,First,15.0,1598.0,103.5,5.0,4.02,Skoda
2172,4,67995,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.73,Mahindra
2173,8,55000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,9.5,Volkswagen
2174,3,14900,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.6,Maruti
2175,7,70961,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.0,Honda
2176,5,40194,Petrol,Manual,First,15.04,1598.0,103.2,5.0,5.55,Volkswagen
